Ooze Armor






Ooze Armor









Ooze Armor






Oracle Robe











Oracle Robe













Oracle Robe







Otsukimi Garb





Outerworld Armor













Outerworld Armor










Phalanx (Armor)






Plate Armor









Plate Armor






Plate Armor








Praetor Suit











Praetor Suit











Reindeer Suit






Ritual Dress






Sacred Ice Armor
















Sakura Kimono












Sakura Kimono II












Sakura Kimono III












Sakura Kimono IV











Twilight Sakura Cape





Princess Sakuya Crown




Sakura School Cap






Santa Suit





Santa Suit II





Santa Suit III





Santa Suit IV





Satan Armor








Scale Armor








Scale Armor








Seashell












Snowman Garb





Soda Swimsuit






Soldier Armor












Soldier Armor










Sorcery Dress








Straye Garb











Straye Garb




Straye Garb












































































Twilight Dress









Twilight Dress












Warrior Mail









Warrior Mail







1st Anniv Bow









1st Anniv Bow II









1st Anniv Bow III









2nd Anniv Bow









2nd Anniv Bow II









2nd Anniv Bow III









2nd Anniv Bow IV









2nd Anniv Bow V









3rd Anniv Bow









3rd Anniv Bow II









3rd Anniv Bow III









3rd Anniv Bow IV









3rd Anniv Bow V









3rd Anniv Bow VI










3rd Anniv Bow VII










Alto Ruin Bow




Berserk Wind









Berserk Wind












Blaster Bow







Blaster Bow







Blaster Bow










Bow


Bow





Cupid Bow





Death Eater












Death Eater













Desert Mentum







Desert Mentum











Dia Shooter








Forest Wolf Bow





Forest Wolf Bow








Gear Bow




Grand Horn Bow











Grand Horn Bow

















Hard Wood Bow



Hard Wood Bow







Huge Steel Bow









Huge Steel Bow









Icebow Verglas











Iris Ark Bow











Iron Bow







Iron Bow








Iron Exoskeleton Bow







Iron Exoskeleton Bow










Leve Bow










Leve Bow








Lil Empress Bow







Lil Empress Bow










Lilac Bow






Long Bow








Long Bow








Metal Horn Bow





Metal Horn Bow








Panzer Bow






Panzer Bow









Ring Bow


Ring Bow











Rose Choco Bow






Sakura Lantern Bow








Sakura Shooter








Sakura Shooter










Sefeed Bow










Sefeed Bow










Skeleton Bow











Skeleton Bow








Steel Leaf Bow









Steel Leaf Bow









Stone Bow






Tenebrosity Bow












Tenebrosity Bow









Thunderbolt Bow










Thunderbolt Bow










Water Guardian Bow













Water Guardian Bow










Zel Shooter











Zel Shooter








Zono's Short Bow






1st Anniv Bowgun









1st Anniv Bowgun II









1st Anniv Bowgun III









2nd Anniv Bowgun









2nd Anniv Bowgun II









2nd Anniv Bowgun III









2nd Anniv Bowgun IV









2nd Anniv Bowgun V









3rd Anniv Bowgun









3rd Anniv Bowgun II









3rd Anniv Bowgun III









3rd Anniv Bowgun IV






3rd Anniv Bowgun V






3rd Anniv Bowgun VI







3rd Anniv Bowgun VII







Mad Sniper










Arched Bowgun






Arched Bowgun













Assault Barrel









Assault Barrel















Axe Bowgun








Axe Bowgun








Bayonet















Bayonet









Bexiz Bowgun






Bexiz Bowgun









Bexiz Bowgun










Bowgun









Cone Horn










Cone Horn II










Cone Horn III










Cute Bowgun






Delight Gun





Delight Gun II





Dia Bowgun









Double Barrel







Double Strings









Double Strings












Edged Bowgun

















Edged Bowgun








Empress Bowgun











Empress Bowgun







Empress Bowgun








Fluck Bowgun










Fluck Bowgun







Fusee Trahison










Fusee Trahison












Fusee Trahison









Hunter Bowgun








Hunter Bowgun





Ice Gun Hail











Iron Barrel










Iron Barrel















Lil Empress Bowgun







Lil Empress Bowgun










Achti Bowgun












Achti Bowgun









Achti Bowgun









Magic Bowgun







Magic Bowgun









Maton Railgun










Maton Railgun







Metal Bowgun




















Metal Bowgun











Plasma Gun












Plasma Gun








Revolver







Rifled Musket









Rifled Musket









Rostrum Bowgun








Rostrum Bowgun








Sakura Lantern Rifle








Sakura Matchlock








Sakura Matchlock










Scrader Barrel







Scrader Barrel










Short Musket








Sword Bowgun







Sword Bowgun










War Bowgun








War Bowgun





Antique Knife





Army Knife





Biscuit Knife





Blood Drain Knife





Bush Knife





Caravan Dagger



Chaos Knife





Chocolate Knife






Cursed Dagger






Dagger








Demi Knife






Fallen Angel Dagger





Fin Knife












Goddess's Dagger






Guardian Dagger








Heavy Knife





Holy Knife








Knife Shaft






Kukri





Kukri





Lightweight Knife





Lil Empress Dagger





Magic Dagger





Magical Dagger





Odd-Shaped Knife





Parrying Dagger





Parrying Dagger ZC






Power Knife








Rat Knife





Rock Fang Dagger


Sailor's Dagger






Sakura Princess Dagger












Storm Dagger





Thorny Twig







Throwing Knife

Twilight Dagger






1st Anniv Knuckles









1st Anniv Knuckles II









1st Anniv Knuckles III









2nd Anniv Knuckles









2nd Anniv Knuckles II









2nd Anniv Knuckles III









2nd Anniv Knuckles IV









2nd Anniv Knuckles V









3rd Anniv Knuckles









3rd Anniv Knuckles II









3rd Anniv Knuckles III









3rd Anniv Knuckles IV






3rd Anniv Knuckles V






3rd Anniv Knuckles VI







3rd Anniv Knuckles VII







Beer Mugs







Berserker Cestuses







Berserker Cestuses










Cat Paws




Chakrums










Chakrums










Chemical Ring





Chocolate Gifts




Chocolate Gifts II




Claws








Claws





Cone Knuckles











Cone Knuckles II











Cone Knuckles III











Crystal Knuckles








Crystal Knuckles











Devil Claws














Devil Claws










Dia Knuckles








Drills




Emeldia







Emeldia







Emeldia










Epetal








Epetal

















Gardien











Gardien












Ghost Puppets








Golem Arm






Hard Knuckles







Hard Knuckles













Iceclaw Snow











Iron Bear Claw









Iron Bear Claw


















Iron Knuckles







Iron Knuckles





Iron Thorns














Iron Thorns





Jamadhar












Jamadhar





Katar










Katar









Knuckle Duster








Knuckle Duster












Knuckles





Knuckles





Lil Empress Knuckle







Lil Empress Knuckle










Lupus Claws









Lupus Claws









Mad Palms












Mad Palms









Mad Palms









Master's Tonfa






Minotaur Knuckles





Piton Wristband









Piton Wristband












Sacred Ice Claws












Sacred Ice Claws












Sacred Ice Claws












Sakura Gloves







Sakura Gloves









Sakura Lantern Knuckles








Tri Claws






Tri Claws









Triple Ice Cream







Twin Eagles







Volcanic Claws






Volcanic Claws









White Bear Knuckles









White Bear Knuckles












Zaif Sadik







Zaif Sadik










1st Anniv Wings









1st Anniv Wings II









1st Anniv Wings III









2nd Anniv Wings









2nd Anniv Wings II









2nd Anniv Wings III









2nd Anniv Wings IV









2nd Anniv Wings V









3rd Anniv Wings









3rd Anniv Wings II









3rd Anniv Wings III









3rd Anniv Wings IV






3rd Anniv Wings V






3rd Anniv Wings VI







3rd Anniv Wings VII







Angel Halo








Aranea Ore








Aranea Ore











Bear Balloons






Crystal Wing






Dark Fear










Dark Fear













Dia Wings








El Vento










El Vento










Elflame









Elsand









Elsand









Empress Soul













Empress Soul










Empress Soul










Fairy Peace









Fairy Peace









Fairy Peace






Fireworks






Floral Light










Floral Light













Frost Skirt











Frost Skirt











Halloween Bat





Halloween Bat





Icecrystal Icicle











Irogeon





Jade Wings







Jade Wings










Jade Wings







La Lluvia






La Lluvia








Layered Magic System














Layered Magic System





Lil Empress Magic Device








Lil Empress Magic Device











Magi Klug












Magi Vein








Magic Brooch








Magic Brooch














Magic Feather




Magic Feather







Metal Wings








Metal Wings








Plant Arm










Plant Arm










Prism Ring (Dark)











Prism Ring (Earth)











Prism Ring (Fire)














Prism Ring (Light)











Prism Ring (Water)














Prism Ring (Wind)














Prism Ring











Ribbon Charm



Ribbon Charm









Sakura Lantern Wings








Sakura Wings








Sakura Wings










Super Costero








Valentia






Vita Cores











Vita Cores








Warrior Angel Armor









Warrior Angel Armor












Watching Mom


Watching Mom II


Watching Mom III










Whirlwind









Whirlwind





Wrath of Vulcan







Wrath of Vulcan










1st Anniv Shield






1st Anniv Shield II






1st Anniv Shield III






2nd Anniv Shield






2nd Anniv Shield II






2nd Anniv Shield III






2nd Anniv Shield IV






2nd Anniv Shield V






3rd Anniv Shield






3rd Anniv Shield II






3rd Anniv Shield III






3rd Anniv Shield IV






3rd Anniv Shield V






3rd Anniv Shield VI







3rd Anniv Shield VII







Albero Shield









Albero Shield






Black Shield of Delusion






Black Shield of Delusion






Buckler





Buckler




Bullet Shield









Bullet Shield






Cake Shield







Coffin Shield






Cross Shield










Cross Shield






Dark General's Shield







Dark General's Shield







Elfin Shield






Elfin Shield












Esca Shield






Hard Buckler





Hard Buckler





Hero Shield (Pom)







Huge Heavy Shield





Imperial Shield






Imperial Shield






Indigo Shield





Indigo Shield








Iron Shield





Iron Shield




Juno Shield






Juno Shield II






Kite Shield





Kite Shield












Light Shield





Light Shield







Lil Empress Shield






Marble Shield






Marble Shield






Marble Shield






Maton Shield






Mirror Shield






Ooze Shield






Ooze Shield






Ooze Shield






Phalanx (Shield)





Relic Shield






Relief Shield






Relief Shield






Scale Shield








Scale Shield





Shampy Doll





Shampy Doll





Shell Buckler






Shell Buckler






Shell Shield






Spike Shield








Spike Shield








Spirit Shield Navida








Vulcan Shield







Vulcan Shield







Zahhak Shield








Zahhak Shield








Zoe's Magic Book








Adroit Mage's Bangle






Adroit Warrior's Bangle






Anti Melee System



Aristocrat Ring






Aromatic Bangle





Beast Fang Talisman




Beast Talisman





Bow Thimble





Bow Thimble ZC






Broken Watch





Caravan Cord

Caravan Cord

Caravan Shield




Chocolate Charm


Chocolate Charm II


Chocolate Ring





Chocolate Ring II





Cookie Ring





Cookie Ring II





Cookie Talisman


Cookie Talisman II


Dark Fighter Bangle








Dark Knight Amulet








Dexterity Talisman




Dexterity Talisman II




Dexterity Talisman III




Dexterity Talisman IV




Enlightened Bangle







Gapapa!



Ghilly Sheet






Guidance Lantern








Hallucination Spore





Handless Watch








Happiness Talisman




Hard Arm Guard




Hard Shell Talisman







Ice Crystal Ring





Knight's Talisman




Lost Ring






Machina Ring








Magic Swordsman's Ring





Magic Talisman




Magic Talisman II




Magic Talisman III




Magic Talisman IV




Magician's Bangle


Magician's Ring





Misanga





Mistletoe Talisman






Moxiz Strap









Muscle Talisman




Muscle Talisman II




Muscle Talisman III




Muscle Talisman IV




Navida Talisman














Pendulum



Philosopher's Ring








Potum Talisman





Powered Gear





Pumpkin Ring




Ring of Greed






Ring of Universe









Sailor's Talisman







Sand Veil Ring





Shield Plus




Snow Potum Doll





Snowland Talisman




Speed Talisman




Speed Talisman II




Speed Talisman III




Speed Talisman IV




Spirit Tree Bangle










Spy's Talisman




Spy's Talisman




Stamina Talisman




Stamina Talisman II




Stamina Talisman III




Stamina Talisman IV




Steeplejack Talisman







Talisman



Time Warp Watch





Toughness Bangle











Twin-Head Dragon Talisman








Unsheathe Bangle






Warrior's Bangle




Warrior's Bangle




Weaken Talisman







Yozakura Bangle





1st Anniv Staff









1st Anniv Staff II









1st Anniv Staff III









2nd Anniv Staff









2nd Anniv Staff II









2nd Anniv Staff III









2nd Anniv Staff IV









2nd Anniv Staff V









3rd Anniv Staff









3rd Anniv Staff II









3rd Anniv Staff III









3rd Anniv Staff IV






3rd Anniv Staff V






3rd Anniv Staff VI







3rd Anniv Staff VII







Bexiz Staff










Bexiz Staff












Bexiz Staff







Bloom of Peace






Candy Coryn Staff








Crystal Rod








Crystal Rod








Crystal Wand









Crystal Wand






Devil's Staff















Devil's Staff









Dia Staff








Elegia Staff









Elegia Staff









Fire Staff












Fire Staff









Fleur Rod












Fleur Rod









Folium Staff










Folium Staff







Icestaff Frigus











Laurel Staff











Laurel Staff








Libra




Lil Empress Staff







Lil Empress Staff










Lollipop Staff





Lollipop Staff





Luminous Mushroom Staff







Luminous Mushroom Staff










Mace of Destruction










Mace of Destruction







Mage Rod







Mage Rod






Minotaur Staff





Minotaur Staff








Morning Star





Ooze Staff









Ooze Staff









Ooze Staff



Piton Staff









Piton Staff












Priest Mace









Priest Mace












Queen Staff (Potum)













Rock Staff









Rock Staff






Rod






Rod


Sacred Ice Staff












Sacred Ice Staff












Sacred Ice Staff












Sage Staff












Sage Staff













Sakura Lantern Staff








Sakura Staff







Sakura Staff









Scrader Mace











Scrader Mace








Spirit's Tear








Spirit's Tear











Storm Staff









Storm Staff













Sweet Spoon





Vulcan Staff







Vulcan Staff










Water Staff












Water Staff





Wind Staff








Wind Staff








2nd Anniv Halberd









2nd Anniv Halberd II









2nd Anniv Halberd III









2nd Anniv Halberd IV









2nd Anniv Halberd V









3rd Anniv Halberd









3rd Anniv Halberd II









3rd Anniv Halberd III









3rd Anniv Halberd IV






3rd Anniv Halberd V






3rd Anniv Halberd VI







3rd Anniv Halberd VII







Amcrie









Amcrie












Amcrie









Azure Rose






Bardiche





Bardiche








Battle Spear








Battle Spear











BBQ Spear






Blade Lance









Blade Lance









Dia Spear








Einsamkeit










Einsamkeit












Einsamkeit









Festival Spear






Fisherman's Harpoon






Diver's Bowgun






Floral Lance










Floral Lance







Glaive







Glaive




Golden Lance






Gwai Reaper









Gwai Reaper












Heavy Spear







Heavy Spear







Ice Spear Glaso











Intruder







Intruder










Knight Lance










Knight Lance










Lightning Bolt Spear









Lil Devil Lance








Lil Empress Halberd








Lil Empress Halberd











Magic Crystal Spear






Magic Crystal Spear









Mauez's Pole










Mauez's Pole







Mezraq












Mezraq











Noble Glaive


Noble Glaive











Paladin Spear









Paladin Spear


















Parasol Choco Lance






Pollaxe








Pollaxe














Sacred Ice Spear












Sacred Ice Spear












Sacred Ice Spear












Sakura Lantern Lance








Sakura Naginata








Sakura Naginata










Spada Lance






Spada Lance









Spear





Spear









Thunder Spear









Thunder Spear













Tolerancia






Tolerancia






Trident








Trident





Warrior Angel Halberd








Warrior Angel Halberd











3rd Anniv Katana









3rd Anniv Katana II









3rd Anniv Katana III






3rd Anniv Katana IV






3rd Anniv Katana V






3rd Anniv Katana VI







3rd Anniv Katana VII







Aobato







Aobato







Caro Tesla








Caro Tesla








Chocolate Katana






Crystal Lamina








Crystal Lamina











Dia Lamina








Faldios









Faldios






Golden Katana







Ice Katana Ace











Iradium









Iradium












Iradium









Iron Fang









Iron Fang












Kasakiri









Kasakiri












Kiraboshi








Kiraboshi





Koga Koshirae








Koga Koshirae








Korakiri













Korakiri










Kuro Momiji









Kuro Momiji









Kuro Tsurubami








Kuro Tsurubami











Kuwagumo







Kuwagumo







Lil Empress Katana







Lil Empress Katana










Mafu Swordstick









Mafu Swordstick






Minotaur's Katana








Minotaur's Katana





Modestia






Modestia






Mukuro Koshirae






Nameless Uchigatana






Nameless Uchigatana



Ooze Lamina








Ooze Lamina





Sacred Ice Katana












Sacred Ice Katana












Sacred Ice Katana












Sakura Katana










Sakura Katana








Sakura Lantern Katana








Seiun












Seiun









Shirasaya





Shirasaya



Shura Koshirae








Shura Koshirae











Sumire Renkyoku












Sumire Renkyoku








Tatetsuba






Tatetsuba






Anniversary Festive Garb









4th Anniv Sword









4th Anniv Sword II









4th Anniv Sword III









4th Anniv Sword IV









4th Anniv Sword V









4th Anniv Sword VI










4th Anniv Sword VII










4th Anniv Sword VIII










4th Anniv Sword IX










4th Anniv Greatsword









4th Anniv Greatsword II









